zip_code,latitude,longitude,city,state,county
91715,33.786594,-118.298662,City Of Industry,CA,Los Angeles
91716,33.786594,-118.298662,City Of Industry,CA,Los Angeles
91722,33.786594,-118.298662,Covina,CA,Los Angeles
91723,33.786594,-118.298662,Covina,CA,Los Angeles
91724,33.786594,-118.298662,Covina,CA,Los Angeles
91731,33.786594,-118.298662,El Monte,CA,Los Angeles
91732,33.786594,-118.298662,El Monte,CA,Los Angeles
91733,33.786594,-118.298662,South El Monte,CA,Los Angeles
91734,33.786594,-118.298662,El Monte,CA,Los Angeles
91735,33.786594,-118.298662,El Monte,CA,Los Angeles
91740,33.786594,-118.298662,Glendora,CA,Los Angeles
91741,33.786594,-118.298662,Glendora,CA,Los Angeles
91744,33.786594,-118.298662,La Puente,CA,Los Angeles
91745,33.976114,-117.981631,Hacienda Heights,CA,Los Angeles
91746,33.786594,-118.298662,La Puente,CA,Los Angeles
91747,33.786594,-118.298662,La Puente,CA,Los Angeles
91748,33.966218,-117.91736,Rowland Heights,CA,Los Angeles
91749,33.786594,-118.298662,La Puente,CA,Los Angeles
91750,33.786594,-118.298662,La Verne,CA,Los Angeles
91754,33.786594,-118.298662,Monterey Park,CA,Los Angeles
91755,33.786594,-118.298662,Monterey Park,CA,Los Angeles
91756,33.786594,-118.298662,Monterey Park,CA,Los Angeles
91759,33.786594,-118.298662,Mt Baldy,CA,Los Angeles
91765,33.786594,-118.298662,Diamond Bar,CA,Los Angeles
91766,33.786594,-118.298662,Pomona,CA,Los Angeles
91767,33.786594,-118.298662,Pomona,CA,Los Angeles
91768,33.786594,-118.298662,Pomona,CA,Los Angeles
91769,33.786594,-118.298662,Pomona,CA,Los Angeles
91770,33.786594,-118.298662,Rosemead,CA,Los Angeles
91771,33.786594,-118.298662,Rosemead,CA,Los Angeles
91772,33.786594,-118.298662,Rosemead,CA,Los Angeles
91773,33.786594,-118.298662,San Dimas,CA,Los Angeles
91775,33.786594,-118.298662,San Gabriel,CA,Los Angeles
91776,33.786594,-118.298662,San Gabriel,CA,Los Angeles
91778,33.786594,-118.298662,San Gabriel,CA,Los Angeles
91780,33.786594,-118.298662,Temple City,CA,Los Angeles
91788,33.786594,-118.298662,Walnut,CA,Los Angeles
91789,33.786594,-118.298662,Walnut,CA,Los Angeles
91790,33.786594,-118.298662,West Covina,CA,Los Angeles
91791,33.786594,-118.298662,West Covina,CA,Los Angeles
91792,33.786594,-118.298662,West Covina,CA,Los Angeles
91793,33.786594,-118.298662,West Covina,CA,Los Angeles
91795,33.786594,-118.298662,Walnut,CA,Los Angeles
91797,33.786594,-118.298662,Pomona,CA,Los Angeles
91799,33.786594,-118.298662,Pomona,CA,Los Angeles
91801,33.786594,-118.298662,Alhambra,CA,Los Angeles
91802,33.786594,-118.298662,Alhambra,CA,Los Angeles
91803,33.786594,-118.298662,Alhambra,CA,Los Angeles
91804,33.786594,-118.298662,Alhambra,CA,Los Angeles
91841,33.786594,-118.298662,Alhambra,CA,Los Angeles
91896,33.786594,-118.298662,Alhambra,CA,Los Angeles
91899,33.786594,-118.298662,Alhambra,CA,Los Angeles
93510,33.786594,-118.298662,Acton,CA,Los Angeles
93532,33.786594,-118.298662,Lake Hughes,CA,Los Angeles
93534,33.786594,-118.298662,Lancaster,CA,Los Angeles
93535,33.786594,-118.298662,Lancaster,CA,Los Angeles
93536,33.786594,-118.298662,Lancaster,CA,Los Angeles
93539,33.786594,-118.298662,Lancaster,CA,Los Angeles
93543,33.786594,-118.298662,Littlerock,CA,Los Angeles
93544,33.786594,-118.298662,Llano,CA,Los Angeles
93550,33.786594,-118.298662,Palmdale,CA,Los Angeles
93551,33.786594,-118.298662,Palmdale,CA,Los Angeles
93552,33.786594,-118.298662,Palmdale,CA,Los Angeles
93553,33.786594,-118.298662,Pearblossom,CA,Los Angeles
93563,33.786594,-118.298662,Valyermo,CA,Los Angeles
93584,33.786594,-118.298662,Lancaster,CA,Los Angeles
93586,33.786594,-118.298662,Lancaster,CA,Los Angeles
93590,33.786594,-118.298662,Palmdale,CA,Los Angeles
93591,33.786594,-118.298662,Palmdale,CA,Los Angeles
93599,33.786594,-118.298662,Palmdale,CA,Los Angeles
